First Name,Last Name,ID,Height,Eye Color,Hair Color,Gender,Skin Color,Social,Processing,Decision,Tactics
Jada,Singleton,0009177,0.66,0.07,0.47,0.7,0.49,0.43,0.06,0.16,0.28
Landyn,Ali,0009178,0.83,0.66,0.58,0.02,0.58,0.74,0.15,0.58,0.37
Zelda,Woodard,0009179,0.88,0.32,0.37,0.65,0.52,0.15,0.39,0.17,0.94
Westley,Garner,0009180,0.1,0.85,0.55,0.75,0.33,0.08,0.64,0.97,0.2
Jacqueline,Sampson,0009181,0.58,0.26,0.75,0.29,0.77,0.02,0.52,0.56,0.33
Cain,Dudley,0009182,0.23,0.99,0.95,0.1,0.12,0.95,0.81,0.02,0.07
Hadleigh,Lyons,0009183,0.13,0.02,0.69,0.96,0.08,0.57,0.51,0.18,0.06
Cyrus,Hunt,0009184,0.17,0.82,0.83,0.75,0.95,0.23,0.1,0.59,0.72
Genevieve,McCarty,0009185,0.02,0.17,0.09,0.42,0.7,0.06,0.57,0.48,0.43
Blaise,May,0009186,0.86,0.54,0.87,0.74,0.21,0.29,0.65,0.37,0.17
Adriana,Bender,0009187,0.69,0.93,0.3,0.35,0.13,0.72,0.87,0.19,0.07
Zavier,Howard,0009188,0.97,0.03,0.56,0.51,0.05,0.2,0.23,0.24,0.5
Sophie,Casey,0009189,0.62,0.7,0.87,0.61,0.37,0.52,0.99,0.63,0.81
Armando,Cook,0009190,0.12,0.22,0.93,0.11,0.46,0.32,0.97,0.9,0.08
Aaliyah,Burgess,0009191,0.49,0.59,0.84,0.49,0.53,0.21,0.73,0.75,0.08
Kolton,Bravo,0009192,0.85,0.28,0.42,0.56,0.68,0.59,0.37,0.45,0.86
Amoura,Stuart,0009193,0.46,0.84,0.78,0.54,0.81,0.18,0.4,0.09,0.45
Dion,Beil,0009194,0.44,0.03,0.57,0.64,0.61,0.4,0.82,0.22,0.15
Itzel,Stuart,0009195,0.63,0.21,0.88,0.38,0.37,0.05,0.89,0.52,0.17
Kai,Bond,0009196,0.23,0.89,0.44,0.58,0.29,0.28,0.64,0.74,0.17
Roger,Stanley,0009197,0.21,0.8,0.41,0.57,0.87,0.29,0.3,0.4,0.67
Gracelyn,Washington,0009198,0.26,0.11,0.8,0.35,0.64,0.3,0.58,0.51,0.58
Juan,Hess,0009199,0.78,0.64,0.49,0.74,0.8,0.08,0.72,0.63,0.93
Kaliyah,Duffy,0009200,0.99,0.04,0.39,0.32,0.04,0.19,0.72,0.57,0.79
Kyng,Dixon,0009201,0.36,0.32,0.46,0.72,0.79,0.77,0.97,0.59,0.76
Blakely,Kerr,0009202,0.92,0.23,0.34,0.8,0.72,0.91,0.99,0.31,0.77
Louie,Bailey,0009203,0.52,0.8,0.79,0.07,0.32,0.6,0.45,0.18,0.23
Kennedy,Bonilla,0009204,0.92,0.34,0.25,0.63,0.59,0.7,0.92,0.96,0.22
Aden,Leblanc,0009205,0.1,0.98,0.7,0.72,0.56,0.53,0.31,0.53,0.17
Novalee,Ortega,0009206,0.96,0.48,0.73,0.14,0.66,0.8,0.18,0.71,0.32
Kobe,Peralta,0009207,0.46,0.17,0.89,0.33,0.63,0.65,0.08,0.21,0.58
Malayah,Stark,0009208,0.16,0.16,0.39,0.29,0.44,0.48,0.95,0.42,0.5
Kristopher,Fleming,0009209,0.28,0.1,0.33,0.37,0.43,0.63,0.33,0.29,0.31
Fatima,Payne,0009210,0.75,0.92,0.02,0.7,0.32,0.04,0.95,0.67,0.2
Edward,Ramos,0009211,0.44,0.49,0.6,0.01,0.19,0.42,0.31,0.39,0.74
Alice,Pruitt,0009212,0.23,0.94,0.5,0.68,0.57,0.09,0.89,0.25,0.23
Gatlin,Schroeder,0009213,0.84,0.55,0.33,0.26,0.91,0.01,0.27,0.64,0.54
Cameron,Trevino,0009214,0.87,0.65,0.84,0.72,0.47,0.9,0.48,0.34,0.92
Jaime,Ayers,0009215,0.84,0.4,0.97,0.86,0.92,0.96,0.58,0.25,0.83
Simone,Guevara,0009216,0.55,0.19,0.28,0.67,0.27,0.16,0.22,0.83,0.25
Tommy,Moon,0009217,0.19,0.93,0.5,0.98,0.47,0.28,0.74,0.07,0.01
Naya,Ortiz,0009218,0.66,0.68,0.94,0.29,0.63,0.21,0.44,0.47,0.47
Landon,Silva,0009219,0.86,0.76,0.08,0.4,0.19,0.13,0.35,0.38,0.3
Lucia,McIntosh,0009220,0.03,0.15,0.38,0.25,0.77,0.32,0.82,0.73,0.12
Kristian,Beil,0009221,0.45,0.26,0.96,0.87,0.84,0.6,0.05,0.92,0.33
Itzel,McLean,0009222,0.75,0.41,0.67,0.65,0.71,0.15,0.5,0.78,0.48
Crosby,Murillo,0009223,0.7,0.77,0.28,0.98,0.11,0.99,0.32,0.18,0.19
Mikaela,Fischer,0009224,0.92,0.44,0.68,0.06,0.92,0.49,0.3,0.72,0.74
Leonidas,Ruiz,0009225,0,0.71,0.98,0.21,0.53,0.04,0.88,0.36,0.13
Emery,Cabrera,0009226,0.85,0.64,0.09,0.23,0.52,0.31,0.55,0.97,0.77
Cade,Rosario,0009227,0.23,0.84,0.1,0.99,0.3,0.53,0.8,0.61,0.51
Louisa,Evans,0009228,0.96,0.61,0.87,0.77,0.48,0.75,0.84,0.94,0.9
Elias,Ochoa,0009229,0.66,0.82,0.7,0.09,0.44,0.89,0.89,0.01,0.63
Luciana,Terry,0009230,0.1,0.33,0.64,0.63,0.92,0.38,0.09,0.77,0.92
Armani,Weaver,0009231,0.93,0.94,0.9,0.17,0.53,0.82,0.47,0.54,0.54
Teagan,Brock,0009232,0.43,0.45,0.3,0.42,0.62,0.12,0.81,0.41,0.34
Julio,Daniel,0009233,0.47,0.37,0.25,0.38,0.66,0.99,0.63,0.33,0.96
Joy,McLaughlin,0009234,0.28,0.49,0.89,0.9,0.22,0.46,0.55,0.38,0.21
Ibrahim,Small,0009235,0.01,0.12,0.49,0.64,0.83,0.78,0.55,0.31,0.28
Zaria,Rosario,0009236,0.19,0.27,0.69,0.04,0.08,0.67,0.41,0.07,0.14
Jedidiah,Arellano,0009237,0.86,0.4,0.67,0.82,0.03,0.99,0.65,0.16,0.52
Faye,Glass,0009238,0,0.56,0.91,0.16,0.41,0.86,0.93,0.85,0.72
Allan,Rodriguez,0009239,0.17,0.2,0.85,0.58,0.84,0.3,0.88,0.88,0.62
Evelyn,Patterson,0009240,0.2,0.51,0.98,0.72,0.2,0.5,0.45,0.68,0.24
Amir,Aguirre,0009241,0.15,0.98,0.65,0.49,0.49,0.66,0.91,0.92,0.82
Ariah,Melendez,0009242,0.95,0.81,0.59,0.98,0.57,0.79,0.01,0.66,0.16
Nikolas,Acosta,0009243,0.34,0.74,0.79,0.13,0.36,0.9,0.39,0.9,0.54
Kaia,Webster,0009244,0.04,0.87,0.29,0.05,0.35,0.56,0.28,0.91,0.01
Shawn,Hood,0009245,0.07,0.96,0.47,0.55,0.32,0.32,0.55,0.91,0.8
Briana,Patterson,0009246,0.79,0.3,0.93,0.53,0.95,0.82,0.47,0.39,0.65
Amir,Maxwell,0009247,0.05,0.91,0.87,0.35,0.19,0.61,0.99,0.54,0.82
Kyla,Henry,0009248,0.13,0.57,0.86,0.58,0.96,0.67,0.98,0.01,0.06
Carlos,Campbell,0009249,0.91,0.47,0.25,0.47,0.76,0.39,0.1,0.06,0.19
Addison,Adkins,0009250,0.6,0.98,0.95,0.74,0.72,0.2,0.12,0.64,0.3
Kylo,Wilkins,0009251,0.12,0.99,0.09,0.05,0.68,0.61,0.66,0.69,0.18
Amalia,Harvey,0009252,0.44,0.86,0.04,0.17,0.66,0.25,0.35,0.64,0.99
Cayden,Mills,0009253,0.38,0.78,0.53,0.22,0.69,0.02,0.84,0.51,0.23
June,Simon,0009254,0.73,0.68,0.41,0.48,0.9,0.89,0.18,0.3,0.82
Zayne,Vaughan,0009255,0.85,0.82,0.21,0.42,0.92,0.98,0.24,0.78,0.38
Nancy,Benjamin,0009256,0.3,0.85,0.95,0.8,0.63,0,0.41,0.74,0.52
Kyro,Drake,0009257,0.06,0.92,0.04,0.51,0.2,0.43,0.79,0.68,0.39
Jayleen,Jarvis,0009258,0.6,0.76,0.92,0.76,0.04,0.29,0.7,0.11,0.31
Marlon,Montes,0009259,0.07,0.97,0.64,0.5,0.24,0.02,0.98,0.29,0.12
Roselyn,Beck,0009260,0.39,0.09,0.44,0.22,0.8,0.55,0.81,0.98,0.24
Eduardo,Quintero,0009261,0.51,0.5,0.25,0.41,0.75,0.84,0.83,0.67,0.65
Keyla,Crosby,0009262,0.8,0.89,0.25,0.09,0.08,0.66,0.04,0.51,0.7
Tristen,Lewis,0009263,0.11,0.74,0.52,0.2,0.8,0.93,0.08,0.73,0.41
Ellie,Cobb,0009264,0.62,0.47,0.06,0.77,0.05,0.96,0.99,0.17,0.23
Raphael,Wilkinson,0009265,0.62,0.27,0.16,0.83,0.69,0.12,0.9,0.49,0.41
Siena,Hoover,0009266,1,0.11,0.76,0.74,0.61,0.97,0.87,0.63,0.06
Jaziel,Jackson,0009267,0.16,0.59,0.43,0.31,0.44,0.23,0.58,0.26,0.05
Avery,Woods,0009268,0.47,0.7,0.44,0.26,0.16,0.75,0.83,0.81,0.08
Zion,Barnett,0009269,0.86,0.36,0.75,0.56,0.84,0.58,0.32,0.52,0.03
Harlow,Huff,0009270,0.59,0.14,0.33,0.55,0.22,0.15,0.48,0.17,0.27
Finnley,Barnett,0009271,0.41,0.4,0.94,0.32,0.21,0.48,0.83,0.47,0.72
Harlow,Richardson,0009272,0.82,0.21,0.32,1,0.04,0.02,0.48,0.65,0.98
Robert,Coffey,0009273,0.25,0.39,0.91,0.39,0.77,0.25,0.18,0.52,0.38
Paola,Bates,0009274,0.29,0.83,0.29,0.09,0.81,0.69,0.67,0.04,0.87
Ellis,Clements,0009275,0.28,0.1,0.61,0.77,0.25,0.38,0.97,0.71,0.67
Cara,Hartman,0009276,0.24,0.36,0.33,0.19,0.41,0.14,0.79,0.8,0.96
Baker,Yu,0009277,0.05,0.41,0.36,0.92,0.37,0.42,0.3,0.69,0.05
Navy,Heath,0009278,0.93,0.7,0.62,0.95,0.37,0.6,0.19,0.76,0.08
Lionel,Caldwell,0009279,0.25,0.84,0.56,0.52,0.36,0.91,0.39,0.05,0.59
Evelynn,Doyle,0009280,0.11,0.47,0.34,0,0.45,0.52,0.57,0.29,0.48
Kashton,Parks,0009281,0.79,0.93,0.84,0.4,0.09,0.43,0.53,0.59,0.06
Ainsley,Roman,0009282,0.14,0.99,0.08,0.57,0.86,0.72,0.22,0.87,0.45
Kian,Leach,0009283,0.58,0.19,0.52,0.23,0.4,0.34,0.89,0.95,0.77
Martha,Rangel,0009284,0.7,0.88,0.3,0.42,0.08,0.09,0.19,0.73,0.88
Saint,Cabrera,0009285,0.24,0.95,0.98,0.16,0.43,0.41,0.1,0.76,0.36
Daleyza,Flowers,0009286,0.36,0.7,0.57,0.07,0.04,0.47,0.93,0.6,0.12
Saul,Stout,0009287,0.08,0.46,0.29,0.92,0.84,0.93,0.46,0.58,0.02
Chana,Long,0009288,0.1,0.19,0.23,0.81,0.89,0.41,0.23,0.5,0.03
Jace,Holloway,0009289,0.2,0.44,0.16,0.03,0.93,0.21,0.01,0.56,0.29
Mae,Bauer,0009290,0.11,0.27,0.27,0.16,0.46,0.17,0.57,0.79,0.93
Kieran,Ho,0009291,0.55,0.35,0.19,0.32,0.08,0.99,0.32,0.69,0.88
Calliope,Walter,0009292,0.91,0.53,0.81,0.95,0.68,0.47,0.04,0.12,0.81
Lochlan,Preston,0009293,0.88,0.43,0.92,0.3,0.47,0.87,0.71,0.38,0.96
Indie,Orozco,0009294,0.2,0.84,0.65,0.97,0.47,0.14,0.42,0.04,0.85
Keanu,Cameron,0009295,0.36,0.7,0.71,0.65,0.91,0.43,0.44,0.93,0.38
Julie,Robbins,0009296,0.79,0.34,0.17,0.45,0.61,0.42,0.46,0.3,0.88
Finnegan,Valentine,0009297,0.41,0.12,0.08,0.04,1,0.61,0.2,0.24,0.1
August,Lawrence,0009298,0.46,0.42,0.92,0.19,0.53,0,0.28,0.58,0.7
Kaleb,Peck,0009299,0.66,0.36,0.24,0.36,0.55,0.43,0.32,0.03,0.63
Crystal,French,0009300,0.74,0.87,0.44,0.02,0.95,0.19,0.69,1,0.15
Corey,Peck,0009301,0.44,0.19,0.47,0.6,0.14,0.13,0.3,0.34,0.57
Crystal,Rowe,0009302,0.26,0.75,0.65,0.37,0.08,0.34,0.36,0.35,0.31
Kamden,Conway,0009303,0.42,0.8,0.74,0.06,0.11,0.34,0.54,0.39,0.72
Ryann,Stark,0009304,0.6,0.61,0.23,0.09,0.88,0.04,0.57,0.78,0.55
Kristopher,Landry,0009305,0.16,0.95,0.02,0.32,0.59,0.99,0.25,0.03,0.03
Brynleigh,Pace,0009306,0.92,0.75,0.67,0.01,0.08,0.52,0.65,0.96,0.32
Dior,Leal,0009307,0.55,0.24,0.29,0.33,0.46,0.04,0.93,0.42,0.34
Murphy,Wood,0009308,0.41,0.26,0.56,0.5,0.9,0.31,0.04,0.56,0.11
Carson,Cross,0009309,0.41,0.96,0.6,0.7,0.3,0.36,0.49,0.43,0.38
Nayeli,Leach,0009310,0.75,0.67,0.57,0.96,0.11,0.07,0.64,0.89,0.96
Westin,Frost,0009311,0.5,0.74,0.92,0.7,0.07,0.48,0.37,0.05,0.11
Paula,Little,0009312,0.19,0.25,0.63,0.84,0.61,0.46,0.39,0.6,0.51
Lennox,Abbott,0009313,0.82,0.4,0.15,0.35,0.62,0.44,0.96,0.83,0.49
Melany,Mata,0009314,0.23,0.34,0.48,0.89,0.55,0.2,0.48,0.43,0.05
Ray,Blackwell,0009315,0.44,0.02,0.34,0.39,0.72,0.97,0.1,0.54,0.85
Saoirse,Higgins,0009316,0.61,0.37,0.6,0.33,0.44,0.02,0.7,0.54,0.96
Sterling,Pennington,0009317,0.64,0.13,0.86,0.62,0.49,0.19,0.01,0.84,0.97
Yareli,Blankenship,0009318,0.82,0.73,0.78,0.42,0.76,0.46,0.97,0.96,0.67
Ernesto,Mora,0009319,0.77,0.39,0.14,0.36,0.75,0.95,0.47,0.99,0.31
Jemma,Rivera,0009320,0.04,0.48,0.13,0.35,0.3,0.98,0.75,0,0.22
Charles,McFarland,0009321,0.59,0.63,0.69,0.55,0.51,0.35,0.59,0.4,0.57
Annika,Jordan,0009322,0.85,0.31,0.9,0.06,0.44,0.28,0.69,0.59,0.82
Sawyer,Stanton,0009323,0.36,0.8,0.13,0.53,0.19,0.17,0.12,0.79,0.26
Jaycee,Finley,0009324,0.8,0.9,0.9,0.96,0.53,0.42,0.78,0.57,0.3
Calum,Burke,0009325,0.33,0.91,0.98,0.6,0.77,0.37,0.75,0.85,0
Vera,Guerrero,0009326,0.97,0.69,1,0.55,0.64,0.44,0.29,0.27,0.88
Bryce,Holt,0009327,0.42,0.58,0.96,0.55,0.21,0.8,0.43,0.13,0.52
Adelynn,Holt,0009328,0.88,0.32,0.82,0.63,0.12,0.85,0.68,0.02,0.59
Niko,Cano,0009329,0.36,0.56,0.19,0.27,0.54,0.17,0.05,0.48,0.23
Egypt,Rocha,0009330,0.28,0.8,0.18,0.41,0.31,0.89,0.74,0.26,0.51
Onyx,Barnett,0009331,0.97,0.27,0.03,0.68,0.75,0.37,0.29,0.36,0.65
Harlow,Collier,0009332,0.72,0.65,0.14,0.63,0.02,0.52,0.18,0.16,0.4
Edison,Choi,0009333,0.74,0.31,0.64,0.57,0.98,0.33,0.45,0.09,0.14
Karla,Powell,0009334,0.89,0.87,0.79,0.87,0.72,0.22,0.59,0.41,0.93
Bennett,Michael,0009335,0.31,0.26,0.77,0.58,0.08,0.25,0.84,0.05,0.65
Aubriella,Hines,0009336,0.34,0.38,0.39,0.87,0.68,0.8,0.42,0.52,0.12
Uriel,Hahn,0009337,0.85,0.92,0.46,0.44,0.97,0.28,0.67,0.46,0.85
Fallon,Diaz,0009338,0.46,0.43,0.45,0.68,0.42,0.72,0.01,0.86,0.93
Nathan,Potter,0009339,0.19,0.01,0.72,0.02,0.81,0.81,0.4,0.99,0.48
Rory,Reyes,0009340,0.7,0.13,0.42,0.78,0.91,0.35,0.9,0.41,0.35
Eli,Chan,0009341,0.63,0.25,0.27,0.19,0.17,0.05,0.19,0.36,0.12
Hattie,Marks,0009342,0.58,0.61,0.97,0.41,0.91,0.19,0.52,0.67,0.25
Amos,Valentine,0009343,0.5,0.86,0.41,0.73,0.62,0.45,0.11,0.23,0.64
August,Stein,0009344,0.71,0.86,0.55,0.28,0.67,0.57,0.57,0.34,0.25
Creed,Roy,0009345,0.9,0.48,0.64,0.21,0.98,0.62,0.54,0.09,0.03
Savanna,Casey,0009346,0.37,0.53,0.03,0.78,0.78,0.25,0.43,0.78,0.21
Armando,Cline,0009347,0.33,0.96,0.46,0.41,0.65,0.89,0.84,0.95,0.26
Lina,Wilkerson,0009348,0.54,0.33,0.9,0.23,0.92,0.16,0.59,0.25,0.3
Carmelo,Carrillo,0009349,0.88,0.81,0.44,0.08,0.49,0.96,0.09,0.96,0.6
Kaylani,Beck,0009350,0.02,0.04,0.13,0.97,0.44,0.55,0.73,0.23,0.55
Eduardo,Lim,0009351,0.63,0.83,0.62,0.78,0.78,0.19,0.42,0.95,0.88
Giavanna,Sandoval,0009352,0.27,0.99,0.96,0.92,0.5,0.19,0.87,0,0.75
Brantley,Stuart,0009353,0.5,0.47,0.82,0.54,0.56,0.83,0.44,0.81,0.75
Stormi,McPherson,0009354,0.48,0.16,0.32,0.24,0.89,0.37,0.19,0.33,0.01
Foster,Montgomery,0009355,0.97,0.79,0.48,0.25,0.77,0.16,0.15,0.95,0.32
Evangeline,Bradford,0009356,0.49,0.22,0.55,0.49,0.05,0.61,0.14,0.98,0.31
Ander,Cohen,0009357,0.76,0.89,0.29,0.64,0.27,0.55,0.58,0.59,0.8
Destiny,Morse,0009358,0.27,0.36,0.35,0.8,0.43,0.19,0.28,0.86,0.75
Bode,Snow,0009359,0.71,0.63,0.77,0.81,0.78,0.48,0.12,0.4,0.7
Alexia,Fowler,0009360,0.22,0.44,0.87,0.94,0.28,0.97,0.45,0.33,0.69
Kameron,Murray,0009361,0.6,0.35,0.71,0.98,0.62,0.66,0.01,0.65,0.51
Faith,Lamb,0009362,0.39,0.33,0.72,0.77,0.13,0.47,0.36,0.61,0.64
Kaysen,Malone,0009363,0.48,0.93,0.92,0.36,0.33,0.88,0.8,0.16,0.44
Skyler,Graves,0009364,0.49,0.55,0.71,0.43,0.88,0.32,0.15,0.91,0.19
Cesar,Petersen,0009365,0.14,0.16,0.37,0.53,0.19,0.29,0.49,0.47,0.22
Fernanda,Campbell,0009366,0.77,0.85,0.11,0.91,0.52,0.6,0.31,0.65,0.16
Christopher,Carey,0009367,0.9,0.09,0.69,0.04,0.42,0.08,0.86,0.29,0.62
Alora,Casey,0009368,0.74,0,0.63,0.9,0.26,0.94,0.93,0.56,0.19
Armando,Copeland,0009369,0.19,0.09,0.18,0.63,0.25,0.29,0.52,0.11,0.35
Dayana,Bernal,0009370,0.08,0.95,0.82,0.87,0.15,0.8,0.82,0.11,0.14
Eithan,Trejo,0009371,0.87,0.62,0.65,0.55,0.52,0.64,0.37,0.12,0.86
Rosalyn,Rowe,0009372,0.59,0.22,0.13,0.98,0.8,0.91,0.57,0.1,0.53
Kamden,Michael,0009373,0.45,0.58,0.56,0.29,0.21,0.9,0.55,0.97,0.2
Aubriella,Stanton,0009374,0.94,0.38,0.5,0.48,0.59,0.12,0.3,0.24,0.54
Zyair,Correa,0009375,0.1,0.02,0.16,0.08,0.93,0.99,0.48,0.29,0.74
Valery,Gregory,0009376,0.34,0.56,0.2,0.27,0.43,0.96,0.31,0.66,0.22
Travis,Pruitt,0009377,0.35,0.48,0.91,0.85,0.09,0.87,0.65,0.01,0.1
Brylee,Chandler,0009378,0.31,0.69,0.56,0.63,0.15,0.35,0.31,0.78,0.42
Royal,Ahmed,0009379,0.67,0.64,0.26,0.39,0.02,0.66,0.81,0.26,0.93
Jolie,Pham,0009380,0.35,0.99,0.93,0.76,0.36,0.93,0.6,0.75,0.71
Russell,Baker,0009381,0.25,0.8,0.29,0.23,0.15,0.93,0.38,0.36,0.63
Isla,Boyd,0009382,0.17,0.51,0.01,0.47,0.75,0.96,0.42,0.78,0.11
Dean,Shepard,0009383,0.79,0.41,0.75,0.45,0.29,0.92,0.82,0.43,0.8
Noor,Harrison,0009384,0.95,0.78,0.44,0.04,0.85,0.34,0.29,0.48,0.29
Gavin,Mann,0009385,0.77,0.12,0.35,0.78,0.45,0.64,0.04,0.87,0.91
Paislee,Blackburn,0009386,0.7,0.77,0.58,0.82,0.37,0.67,0.95,0.84,0.7
Zahir,Vo,0009387,0.21,0.95,0.79,0.42,0.55,0.1,0.31,0.84,0.15
Artemis,Rangel,0009388,0.61,0.5,0.09,0.65,0.78,0.61,0.15,0.83,0.1
Saint,Cross,0009389,0.28,0.36,0.05,0.61,0.63,0.08,0.66,0.33,0.05
Nayeli,Carpenter,0009390,0.19,0.77,0.91,0.56,0.17,0.69,0.01,0.59,0.12
Jeremy,Pace,0009391,0.55,0.38,0.47,0.74,0.66,0.73,0.71,0.75,0.58
Giana,Brooks,0009392,0.15,0.27,0.87,0.78,0.19,0.69,0.48,0.98,0.87
Jordan,Edwards,0009393,0.16,0.96,0.03,0.37,0.89,0.09,0.17,0.29,0.53
Ivy,Cannon,0009394,0.8,0.18,0.07,0.43,0.11,0.32,0.1,0.59,0.68
Archie,Fuller,0009395,0.38,0.55,0.19,0.82,0.78,0.14,0.04,0.68,0.59
Oakley,Barrett,0009396,0.34,0.04,0.96,0.08,0.21,0.53,0.2,0.06,0.91
Angelo,Phan,0009397,0.07,0.57,0.92,0.86,0.3,0.55,0.1,0.17,0.61
Elsa,Summers,0009398,0.55,0.02,0.13,0.01,0.82,0.85,0.03,0.58,0.38
Darius,Price,0009399,0.91,0.05,0.51,0.71,0.98,0.79,0.75,0.12,0.67
Piper,Hart,0009400,0.02,0.94,0.68,0.94,0.45,0.86,0.15,0.55,0.28
Joel,Rhodes,0009401,0.54,0.58,0.06,0.44,0.19,0.16,0.51,0.36,0.76
Tatum,Torres,0009402,0.36,0.89,0.62,0.3,0.66,0.14,0.72,0.07,0.3
Jayden,Berry,0009403,0.76,0.37,0.07,0.29,0.88,0.88,0.35,0.51,0.68
Annabelle,Morton,0009404,0.55,0.52,0.37,0.48,0.98,0.38,0.66,0.38,0.18
Roland,Wall,0009405,0.05,0.46,0.5,0.12,0.29,0.95,0.52,0.35,0.41
Jayda,Beard,0009406,0.05,0.14,0.39,0.29,0.4,0.41,0.6,0.17,0.14
Nathanael,Merritt,0009407,0.01,0.99,0.88,0.33,0.55,0.77,0.21,0.83,0.12
Kaisley,Perez,0009408,0.83,0.6,0.83,0.88,0.31,0.98,0.39,0.57,0.83
Owen,Raymond,0009409,0.74,0.55,0.79,0.79,0.32,0.05,0.73,0.43,0.56
Hadlee,Carpenter,0009410,0.91,0.16,0.2,0.18,0.23,0.16,0.46,0.16,0.41
Jeremy,Magana,0009411,0.28,0.9,0.78,0.36,0.02,0,0.91,0.73,0.19
Amaris,Cantu,0009412,0.76,0.52,0.24,0.96,0.1,0.83,1,0.78,0.08
Anakin,Cherry,0009413,0.24,0.58,0.49,0.56,0.66,0.13,0.48,0.25,0.63
Nyomi,Benitez,0009414,0.49,0.96,0.08,0.77,0.49,0.41,0.06,0.23,0.78
Justice,Graves,0009415,0.13,0.81,0.32,0.11,0.77,0.11,0.05,0.01,0.85
Elle,Hernandez,0009416,0.88,0.2,0.41,0.04,0.21,0.25,0.18,0.18,0.46
Mason,Tate,0009417,0.22,0.65,0.32,0.67,0.45,0.31,0.17,0.52,0.1
Skye,Swanson,0009418,0.99,0.98,0.24,0.74,0.99,0.98,0.39,0.19,0.98
Hugo,Vo,0009419,0.99,0.16,0.42,0.93,0.32,0.88,0.06,0.92,0.34
Artemis,Fry,0009420,0.73,0.23,0.67,0.12,0.46,0.5,0.72,0.91,0.87
Jacoby,Combs,0009421,0.87,0.82,0.89,0.81,0.01,0.68,0.16,0.38,0.09
Irene,Whitney,0009422,0.32,0,0.03,0,0.78,0.78,0.93,0.64,0.38
Jeffery,Marsh,0009423,0.11,0.93,0.28,0.67,0.5,0.49,0.71,0.68,0.73
Adelina,Wilson,0009424,0.38,0.5,0.57,0.18,0.6,0.82,0.31,0.72,0.96
Daniel,Clayton,0009425,0.93,0.77,0.53,0.96,0.81,0.17,0.89,0.65,0.01
Saige,Estrada,0009426,0.42,0.47,0.8,0.32,0.76,0.99,0.53,0.32,0.7
Phoenix,Reyna,0009427,0.51,0.49,0.53,0.38,0.01,0.11,0.76,0.05,0.25
Luella,Strickland,0009428,0.95,0.73,0.18,0.16,0.32,0.48,0.39,0.37,0.82
Keegan,Olsen,0009429,0.03,0.23,0.98,0.34,0.39,0.51,0.43,0.78,0.4
Oaklyn,Greer,0009430,0.56,0.42,0.4,0.31,0.63,0.13,0.99,0.08,0.27
Koda,Velazquez,0009431,0.18,0.17,0.7,0.7,0.88,0.04,0.54,0.32,0.37
Jaliyah,Calhoun,0009432,0.34,0.17,0.15,0.89,0.28,0.01,0.19,0.98,0.84
Gary,Jensen,0009433,0.63,0.42,0.98,0.8,0.39,0.66,0.71,0.62,0.08
Jane,Douglas,0009434,0.03,0.06,0.38,0.21,0.23,0.53,0.63,0.59,0.87
Derek,Webb,0009435,0.47,0.3,0.1,0.72,0.41,0.02,0.01,0.29,0.16
Ariella,Hess,0009436,0.62,0.36,0.23,0.81,0.85,0.89,0.83,0.47,0.66
Lawrence,Coffey,0009437,0.43,0.26,0.25,0.92,0.82,0.01,0.91,0.39,0.75
Paola,Wiley,0009438,0.4,0.71,0.21,0.68,0.54,0.22,0.33,0.5,0.77
Mathew,Barajas,0009439,0.42,0.23,0.15,0.86,0.44,0.37,0.2,0.36,0.33
Keilani,Trujillo,0009440,0.19,0.55,0.92,0.79,0.25,0.4,0.86,0.52,0.68
Apollo,Garza,0009441,0.41,0.4,0.41,0.07,0.91,0.08,0.45,0.7,0.53
River,Parra,0009442,0.71,0.49,0.92,0.3,0.33,0.51,0.37,0.91,0.65
Davion,Shannon,0009443,0.61,0.5,0.32,0.14,0.49,0.53,0.56,0.87,0.48
Harlee,Benjamin,0009444,0.6,0.81,0.01,0.55,0.82,0.33,0.44,0.37,0.54
Kyro,Charles,0009445,0.77,0.49,0.64,0.85,0.98,0.34,0.62,0.07,0.23
Jenna,O?brien,0009446,0.67,0.47,0.09,0.71,0.68,0.25,0.46,0.55,0.89
Riley,Strong,0009447,0.94,0.01,0.89,0.78,0.99,0.82,0.07,0.86,0.33
Margo,Lam,0009448,0.09,0.27,0.51,0.07,0.45,0.26,0.95,0.42,0.42
Bodie,Whitaker,0009449,0.7,0.57,0.63,0.19,0.64,0.81,0.42,0.89,0.07
Ivanna,Villa,0009450,0.79,0.66,0.4,0.52,0.05,0.63,0.64,0.7,0.48
Clay,Carroll,0009451,0.05,0.53,0.03,0.84,0.12,0.16,0.63,0.12,0.11
Zara,Spencer,0009452,0.21,0.56,0.83,0.94,0.44,0.75,0.85,0.52,0.54
Ace,Shields,0009453,0.16,0.91,0.68,0.81,0.2,0.7,0.24,0.95,0.23
Analia,Wells,0009454,0.4,0.54,0.09,0.62,0.38,0.92,0.7,0.83,0.14
Max,Hendricks,0009455,0.81,0.69,0.97,0.95,0.25,0.86,0.54,0.73,0.06
Dani,Calderon,0009456,0.3,0.31,0.89,0.59,0.72,0.01,0.72,0.1,0.2
Oakley,Hahn,0009457,0.31,0.75,0.52,0.18,0.29,0.12,0.1,0.38,0.53
Fallon,Hoffman,0009458,0.64,0.9,0.64,0.38,0.7,0.48,0.94,0.29,0.75
